Property_type;Property_city;Property_location;Bedrooms;Bathrooms;Parking_space;Floor_size;Estate Agent;Property_price
2 Bedroom Apartment;Sandton;Sunninghill;2;1;3;175 m²;Century 21 Sandton;10000
3 Bedroom Apartment;Sandton;Parkmore;3;3.5;2;151 m²;EXP South Africa;42000
2 Bedroom Apartment;Sandton;Sandton Central;2;2;1;175 m²;Hamiltons Property Portfolio;18500
3 Bedroom Apartment;Sandton;Morningside;3;3.5;4;77 m²;RE/MAX Evolve;60000
2 Bedroom Apartment;Sandton;Sandton Central;2;2;2;129 m²;Byron Thomas Properties;28000
2 Bedroom Apartment;Sandton;Sunninghill;2;2;1;;Live Real Estate - Sandton;13200
2 Bedroom Apartment;Sandton;Hyde Park;2;2;2;;Silver Property Group;19999
2 Bedroom Apartment;Sandton;Sandown;2;2;2;;Royal Abbai Properties;16800
2 Bedroom Apartment;Sandton;Morningside;2;2;3;;EXP South Africa;33500
3 Bedroom Apartment;Sandton;Sandown;3;3;2;;Mandated;27500
2 Bedroom Apartment;Sandton;Morningside;2;2;1;;Vered Estates;18500
1 Bedroom Apartment;Sandton;Morningside;1;1;2;;Jawitz Johannesburg North;20000
3 Bedroom Apartment;Sandton;Fourways;3;2;2;;;13500
2 Bedroom Apartment;Sandton;Broadacres;2;2;1;;;11500
2 Bedroom Apartment;Sandton;Hyde Park;2;2;2;;;19999
2 Bedroom Apartment;Sandton;Morningside;2;2;2;;;20000
2 Bedroom Apartment;Sandton;Morningside;2;2.5;;;;43500
1 Bedroom Apartment;Sandton;Morningside;1;1;1;42 m²;Knightsbridge Properties;14500
2 Bedroom Apartment;Sandton;Morningside;2;2;2;256 m²;Homes of Distinction;18500
3 Bedroom Apartment;Sandton;Morningside;3;2.5;2;110 m²;Bingo Realty;35000
2 Bedroom Apartment;Sandton;Sandton Central;2;2.5;2;104 m²;Evolate Real Estate;14999
2 Bedroom Apartment;Sandton;Sandton Central;2;2;2;95 m²;Evolate Real Estate;40000
2 Bedroom Apartment;Sandton;Sandhurst;2;2;2;139 m²;Evolate Real Estate;18500
2 Bedroom Apartment;Sandton;Sandhurst;2;2;2;71 m²;Ntsikie Real Estate;18500
2 Bedroom Apartment;Sandton;Morningside;2;2;2;86 m²;Hamiltons Property Portfolio;14000
2 Bedroom Apartment;Sandton;Sandown;2;1;1;42 m²;Knightsbridge Properties;11800
1 Bedroom Apartment;Sandton;Morningside;1;1;1;30 m²;Meridian Realty;16500
1 Bedroom Apartment;Sandton;Morningside;1;1;1;112 m²;Etchells & Young Property Brokers;14500
0.5 Bedroom Apartment;Sandton;Pineslopes;0.5;1;1;128 m²;RE/MAX Evolve;6500
1 Bedroom Apartment;Sandton;Parkmore;1;1;2;82 m²;Aurum Realty;4900
2 Bedroom Apartment;Sandton;Sandhurst;2;2;2;;Home Town Properties;18500
2 Bedroom Apartment;Sandton;Morningside;2;2;2;;Jawitz Johannesburg North;19000
1 Bedroom Apartment;Sandton;Sandown;1;1.5;1;;Tyson Properties Gauteng;45000
1 Bedroom Apartment;Sandton;Linbro Park;1;1;2;;Real Estate Services;8000
2 Bedroom Apartment;Sandton;Sandton Central;2;2;1;;;37500
1 Bedroom Apartment;Sandton;Bryanston;1;1;2;;;6500
2 Bedroom Apartment;Sandton;Sandown;2;2.5;1;;;19000
2 Bedroom Apartment;Sandton;Paulshof;2;1;;;;30500
1 Bedroom Apartment;Sandton;Sandton Central;1;1;1;54 m²;Real Estate Services;22500
Apartment;Sandton;Sandton Central;2;1;2;114 m²;EXP South Africa;12000
2 Bedroom Apartment;Sandton;Morningside;1;2;1;900 m²;Rawson Properties Sandton - Morningside;15000
1 Bedroom Apartment;Sandton;Woodmead;4;1;2;52 m²;Pretor Property Management (Pty) Ltd;8000
4 Bedroom Apartment;Sandton;Sandown;1;4.5;1;115 m²;Seeff Sandton;58000
1 Bedroom Apartment;Sandton;Lonehill;2;1;2;83 m²;3%.Com Properties - Heynike Inc. Attorneys - Randburg;8500
2 Bedroom Apartment;Sandton;Morningside;2;2;2;105 m²;RE/MAX One - Kramerville;17000
2 Bedroom Apartment;Sandton;Morningside;2;2;2;141 m²;UNDA Property Holdings (Pty) Ltd;17000
2 Bedroom Apartment;Sandton;Morningside;2;2;2;103 m²;Bingo Realty;22000
2 Bedroom Apartment;Sandton;Morningside;2;2.5;2;54 m²;Aurum Realty;45000
2 Bedroom Apartment;Sandton;Bryanston;3;2;3;40 m²;Live Real Estate - Johannesburg North;16000
3 Bedroom Apartment;Sandton;Sandown;3;3;2;86 m²;Evolate Real Estate;27500
3 Bedroom Apartment;Sandton;Fourways;2;2;1;97 m²;Real Estate Services;17500
2 Bedroom Apartment;Sandton;Sandton Central;1;1;1;;Natural Property Group;28500
1 Bedroom Apartment;Sandton;Linbro Park;1;1;1;;Pretor Property Management (Pty) Ltd;7400
1 Bedroom Apartment;Sandton;Morningside;0.5;1;1;;Century 21 Sandton;27000
0.5 Bedroom Apartment;Sandton;Fourways;1;1;1;;Real Estate Services;11000
1 Bedroom Apartment;Sandton;Woodmead;1.5;1;1;;RE/MAX Masters  - Weltevreden Park;8000
1.5 Bedroom Apartment;Sandton;Morningside;1;1;;;;26000
1 Bedroom Apartment;Sandton;Edenburg;1;1;;;;14000
1 Bedroom Apartment;Sandton;Lonehill;;1;;;;7500
3 Bedroom Apartment;Sandton;Morningside;3;3;2;69 m²;Only Realty DevComm;22000
1 Bedroom Apartment;Sandton;Sandown;1;1;1;88 m²;Ndivhu Properties;13500
3 Bedroom Apartment;Sandton;Linbro Park;3;2;2;88 m²;GP Realty Group;14500
1 Bedroom Apartment;Sandton;Sandown;1;1;1;70 m²;Etchells & Young Property Brokers;32000
3 Bedroom Apartment;Sandton;Beverley;3;2;2;60 m²;Pam Golding Properties - Fourways Letting;16000
1 Bedroom Apartment;Sandton;Sunninghill;1;1;1;61 m²;Pam Golding Properties - Fourways Letting;8200
3 Bedroom Apartment;Sandton;Beverley;3;2;2;62 m²;Knightsbridge Properties;16000
2 Bedroom Apartment;Sandton;Dainfern;2;1;2;267 m²;Real Estate Services;8500
1 Bedroom Apartment;Sandton;Hurlingham Manor;1;1;1;234 m²;RE/MAX One - Kramerville;8500
2 Bedroom Apartment;Sandton;Morningside Ext 40;2;3;4;75 m²;Tyson Properties Gauteng;43000
1 Bedroom Apartment;Sandton;Sandton Central;1;1;1;;Gaye Cawood Realty;13751
2 Bedroom Apartment;Sandton;Morningside;2;2;2;;Mandated;16500
2 Bedroom Apartment;Sandton;Lonehill;2;1;1;;Silver Property Group;9500
2 Bedroom Apartment;Sandton;Rivonia;2;2;1;;Aurum Realty;13500
2 Bedroom Apartment;Sandton;Kelvin;2;1;2;;Live Easy;6500
3 Bedroom Apartment;Sandton;Morningside;3;2.5;3;;Etchells & Young Property Brokers;35000
2 Bedroom Apartment;Sandton;Sandhurst;2;2.5;1;;Seeff Sandton;60000
1 Bedroom Apartment;Sandton;Fourways;1;1;2;;Choprop (Pty) Ltd Rentals;5700
3 Bedroom Apartment;Sandton;Illovo;3;3.5;2;;;70000
3 Bedroom Apartment;Sandton;Fourways;3;2;1;;;24000
2 Bedroom Apartment;Sandton;Beverley;2;2;;;;10900
2 Bedroom Apartment;Sandton;Morningside;2;2;2;100 m²;You Realty;33450
3 Bedroom Apartment;Sandton;Illovo;3;2;2;128 m²;Fine & Country - The Parks;20000
2 Bedroom Apartment;Sandton;Illovo;2;1;1;61 m²;Firzt Realty Company;12500
3 Bedroom Apartment;Sandton;Linbro Park;3;2;2;65 m²;Home Town Properties;11800
2 Bedroom Apartment;Sandton;Illovo;2;1;1;70 m²;Chas Everitt Sandton;12000
1 Bedroom Apartment;Sandton;Fourways;1;1;3;104 m²;Match! Property Sales, Rentals & Management;10000
1 Bedroom Apartment;Sandton;Sandton Central;1;1;2;112 m²;Attorney Realtor Hub;8500
2 Bedroom Apartment;Sandton;Broadacres;2;1;1;41 m²;Patcha Properties;10500
2 Bedroom Apartment;Sandton;Sandown;2;2;2;105 m²;Real Estate Services;22950
2 Bedroom Apartment;Sandton;Atholl;2;2;2;78 m²;Silver Property Group;15950
3 Bedroom Apartment;Sandton;Fourways;3;2;2;71 m²;Real Estate Services;34500
2 Bedroom Apartment;Sandton;Morningside;2;2;4;110 m²;Firzt Realty Company;27000
4 Bedroom Apartment;Sandton;Strathavon;4;2.5;1;;Renprop Residential;24999
1 Bedroom Apartment;Sandton;Sandton Central;1;1;1;;Knightsbridge Properties;11500
2 Bedroom Apartment;Sandton;Illovo;2;1;1;;Century 21 Bryanston;12500
Apartment;Sandton;Morningside;3;1;2;;Hamiltons Property Portfolio;7950
3 Bedroom Apartment;Sandton;Sandton Central;1;2;1;;Mandated;75000
1 Bedroom Apartment;Sandton;Morningside Ext 40;2;1;3;;;12000
2 Bedroom Apartment;Sandton;Rivonia;2;2;1;;;12500
2 Bedroom Apartment;Sandton;Morningside;2;2.5;2;;;40000
2 Bedroom Apartment;Sandton;Morningside;;2;;;;18000
2 Bedroom Apartment;Sandton;Sandton Central;2;2;2;80 m²;Keller Williams Select;16500
2 Bedroom Apartment;Sandton;Sandton Central;2;2;3;83 m²;Harcourts Lifestyle;17000
2 Bedroom Apartment;Sandton;Sandhurst;2;2.5;2;155 m²;Aurum Realty;80000
2 Bedroom Apartment;Sandton;Broadacres;2;2;1;46 m²;eProperty.Net;9999
2 Bedroom Apartment;Sandton;Morningside;2;2.5;2;107 m²;O-YES Properties;33000
1 Bedroom Apartment;Sandton;Fourways;1;1;2;170 m²;REA7TOR (Pty) Ltd;10000
2 Bedroom Apartment;Sandton;Hyde Park;2;2;1;101 m²;Mandated;30000
2 Bedroom Apartment;Sandton;Hyde Park;2;2;2;69 m²;Patcha Properties;35000
2 Bedroom Apartment;Sandton;Parkmore;2;2.5;3;320 m²;LuxLiv Property Group;23000
3 Bedroom Apartment;Sandton;Beverley;3;2;3;80 m²;Waterfall Property Investment;28000
2 Bedroom Apartment;Sandton;Bryanston;2;2;1;320 m²;MSM Properties;18000
1 Bedroom Apartment;Sandton;Sandton Central;1;1.5;3;176 m²;You Realty;11500
4 Bedroom Apartment;Sandton;Bryanston;4;3.5;2;120 m²;MSM Properties;30000
1 Bedroom Apartment;Sandton;Parkmore;1;1;2;45 m²;Evolate Real Estate;13500
4 Bedroom Apartment;Sandton;Bryanston;4;3.5;1;87 m²;Bingo Realty;30000
2 Bedroom Apartment;Sandton;Sandton Central;2;2.5;2;102 m²;The Properteam Property Group;33500
2 Bedroom Apartment;Sandton;Morningside;2;2;2;113 m²;Only Realty 360;21000
Apartment;Sandton;Hurlingham;2;1;2;;Backos Property Group;9500
2 Bedroom Apartment;Sandton;Morningside;2;2;;;EXP South Africa;20000
2 Bedroom Apartment;Sandton;Morningside;2;2.5;;;;45000
2 Bedroom Apartment;Sandton;Sandton Central;;2;;;;19500
2 Bedroom Apartment;Sandton;Sandown;2;2;2;116 m²;Real Estate Services;34000
1 Bedroom Apartment;Sandton;Edenburg;1;1;1;110 m²;Mandated;12800
2 Bedroom Apartment;Sandton;Illovo;2;2;2;86 m²;Etchells & Young Property Brokers;45000
2 Bedroom Apartment;Sandton;Morningside;2;2.5;1;45 m²;Etchells & Young Property Brokers;30000
2 Bedroom Apartment;Sandton;Morningside;2;2.5;1;68 m²;Etchells & Young Property Brokers;31000
2 Bedroom Apartment;Sandton;Morningside;2;2.5;1;118 m²;Propcore Real Estate;30000
2 Bedroom Apartment;Sandton;Linbro Park;2;2;4;120 m²;Knightsbridge Properties;14000
1 Bedroom Apartment;Sandton;Bryanston;1;1;1;100 m²;Chas Everitt Waterfall;7500
1 Bedroom Apartment;Sandton;Morningside;1;1;2;118 m²;Century 21 Sandton;25000
1 Bedroom Apartment;Sandton;Sandton Central;1;1;2;90 m²;Evolate Real Estate;28000
3 Bedroom Apartment;Sandton;Bryanston;3;3.5;1;;Mandated;32000
1 Bedroom Apartment;Sandton;Morningside;1;1;3;;Jawitz Johannesburg North;22000
2 Bedroom Apartment;Sandton;Sandhurst;2;1;2;;You Realty;18000
2 Bedroom Apartment;Sandton;Hyde Park;2;2;2;;Engel & Volkers MLC;33000
1 Bedroom Apartment;Sandton;Sandton Central;1;1;2;;Live Easy;15999
3 Bedroom Apartment;Sandton;Sandown;3;3;1;;Vered Estates Fourways;27500
2 Bedroom Apartment;Sandton;Morningside;2;2;2;;;21000
2 Bedroom Apartment;Sandton;Morningside Ext 40;2;2;;;;16000
2 Bedroom Apartment;Sandton;Sandown;2;2;;;;34000
0.5 Bedroom Apartment;Sandton;Rivonia;0.5;1;;;;4890
2 Bedroom Apartment;Sandton;Broadacres;2;2;;;;12000
3 Bedroom Apartment;Sandton;Benmore Gardens;3;3;1;100 m²;Mandated;55593
1 Bedroom Apartment;Sandton;Paulshof;1;1;1;36 m²;Harcourts 4Ways;8500
0.5 Bedroom Apartment;Sandton;Hyde Park;0.5;1;1;163 m²;Evolate Real Estate;8999
1 Bedroom Apartment;Sandton;Morningside;1;1;1;86 m²;Engel & Volkers MLC;10500
2 Bedroom Apartment;Sandton;Sunninghill;2;1;2;1 983 m²;Keller Williams Select;10500
2 Bedroom Apartment;Sandton;Sandhurst;2;2;1;86 m²;Firzt Realty Company;18500
1 Bedroom Apartment;Sandton;Bryanston;1;1;1;900 m²;Patcha Properties;11000
1 Bedroom Apartment;Sandton;Bryanston;1;1;1;;Patcha Properties;11000
1 Bedroom Apartment;Sandton;Linbro Park;1;1;2;;Rebel Realtor;8500
2 Bedroom Apartment;Sandton;Morningside;2;2;2;;You Realty;26000
3 Bedroom Apartment;Sandton;Sunninghill;3;3;2;;Luxo Properties;16500
2 Bedroom Apartment;Sandton;Sandhurst;2;2;1;;Silver Property Group;49000
1 Bedroom Apartment;Sandton;Paulshof;1;1;2;;Harcourts 4Ways;8500
2 Bedroom Apartment;Sandton;Morningside;2;2;1;;UNDA Property Holdings (Pty) Ltd;16000
1 Bedroom Apartment;Sandton;Morningside;1;1;2;;You Realty;13000
3 Bedroom Apartment;Sandton;Benmore Gardens;3;3;1;;Mandated;51250
2 Bedroom Apartment;Sandton;Sandton Central;2;2;2;;Luxo Properties;21999
1 Bedroom Apartment;Sandton;Edenburg;1;1;2;;Dragon Pride Realty;12000
2 Bedroom Apartment;Sandton;Morningside;2;2;1;;UNDA Property Holdings (Pty) Ltd;15000
4 Bedroom Apartment;Sandton;Sandton Central;4;4;;;Engel & Volkers MLC;58000
2 Bedroom Apartment;Sandton;Pineslopes;2;1;;;Rentals By Advance;12000
2 Bedroom Apartment;Sandton;Morningside Ext 40;2;2;2;25 m²;Real Estate Services;27000
2 Bedroom Apartment;Sandton;Broadacres;2;2;1;98 m²;Club Real Estate;22000
1 Bedroom Apartment;Sandton;Wendywood;1;1;1;160 m²;RE/MAX Superior - Mulbarton;5999
1 Bedroom Apartment;Sandton;Sandton Central;1;1;1;98 m²;Real Estate Services;33000
2 Bedroom Apartment;Sandton;Sunninghill;2;2;1;110 m²;You Realty;11999
2 Bedroom Apartment;Sandton;Morningside;2;2;2;65 m²;Aurum Realty;16500
2 Bedroom Apartment;Sandton;Morningside;2;2;1;106 m²;Jawitz Johannesburg North;16000
2 Bedroom Apartment;Sandton;Morningside;2;1;2;115 m²;Tyson Properties Gauteng;12500
2 Bedroom Apartment;Sandton;Broadacres;2;2;1;77 m²;Engel & Volkers MLC;10500
1 Bedroom Apartment;Sandton;Broadacres;1;1;2;;Northpoint Realty Group;10000
2 Bedroom Apartment;Sandton;Morningside;2;2;1;;Century 21 Fourways;45000
0.5 Bedroom Apartment;Sandton;Fourways;0.5;1;1;;You Realty;7000
2 Bedroom Apartment;Sandton;Sunninghill;2;2;2;;Evolate Real Estate;11999
2 Bedroom Apartment;Sandton;Sandton Central;2;2;1;;Only Realty DevComm;17000
1 Bedroom Apartment;Sandton;Sandown;1;1;2;;Firzt Realty Company;13500
3 Bedroom Apartment;Sandton;Benmore Gardens;3;2.5;1;;Hamiltons Property Portfolio;49000
1 Bedroom Apartment;Sandton;Sandown;1;1.5;1;;Firzt Realty Company;28000
1 Bedroom Apartment;Sandton;Inanda;1;1;2;;Only Realty 360;10500
2 Bedroom Apartment;Sandton;Fourways;2;2;2;;;23500
2 Bedroom Apartment;Sandton;Benmore Gardens;2;2;2;;;25500
2 Bedroom Apartment;Sandton;Morningside;2;2;;;;40000
2 Bedroom Apartment;Sandton;Paulshof;2;1;2;166 m²;Real Estate Services;30500
2 Bedroom Apartment;Sandton;Paulshof;2;1;2;165 m²;Real Estate Services;30500
1 Bedroom Apartment;Sandton;Sandton Central;1;1;1;32 m²;Real Estate Services;35000
3 Bedroom Apartment;Sandton;Hyde Park;3;2;2;76 m²;Pam Golding Properties - Hyde Park Rentals;23500
3 Bedroom Apartment;Sandton;Sandton Central;3;2;1;76 m²;Seeff Sandton;30000
0.5 Bedroom Apartment;Sandton;Wendywood;0.5;1;2;147 m²;Simpson Properties;6999
2 Bedroom Apartment;Sandton;Broadacres;2;1;1;57 m²;Tyn Prop;10000
1 Bedroom Apartment;Sandton;Fourways;1;1;3;267 m²;Chas Everitt Waterfall;8000
3 Bedroom Apartment;Sandton;Sandown;3;2;2;46 m²;Pam Golding Properties - Hyde Park Rentals;26999
2 Bedroom Apartment;Sandton;Glenadrienne;2;2;3;;EXP South Africa;28000
3 Bedroom Apartment;Sandton;Sandown;3;2;1;;Evolate Real Estate;26999
0.5 Bedroom Apartment;Sandton;Illovo;0.5;1;2;;NRG - Sandton;8000
3 Bedroom Apartment;Sandton;Morningside;3;2;2;;Landsdowne Investment Properties;16500
3 Bedroom Apartment;Sandton;Rivonia;3;3;1;;Tyson Properties Gauteng;19000
1 Bedroom Apartment;Sandton;Douglasdale;1;1;1;;Aurum Realty;8500
1 Bedroom Apartment;Sandton;Douglasdale;1;1;2;;Univest Property Group;9500
2 Bedroom Apartment;Sandton;Morningside;2;1;2;;EXP South Africa;12000
2 Bedroom Apartment;Sandton;Sandown;2;1;2;;Mandated;36000
4 Bedroom Apartment;Sandton;Morningside;4;2.5;1;;;40000
1 Bedroom Apartment;Sandton;Morningside;1;1;;;;9000
3 Bedroom Apartment;Sandton;Beverley;3;2;;;;25000
2 Bedroom Apartment;Sandton;Morningside;2;2;2;185 m²;Rawson Properties Sandton - Morningside;16500
2 Bedroom Apartment;Sandton;Lyme Park;2;1;2;95 m²;Pam Golding Properties - Hyde Park Rentals;15000
2 Bedroom Apartment;Sandton;Sandhurst;2;3;2;131 m²;RE/MAX Property Merchants - Pretoria East, Mooikloof;26000
2 Bedroom Apartment;Sandton;Morningside;2;2;2;106 m²;You Realty;18000
3 Bedroom Apartment;Sandton;Morningside;3;2.5;1;87 m²;IHS Property Management;51000
1 Bedroom Apartment;Sandton;Atholl Gardens;1;1;2;661 m²;Tyson Properties Gauteng;8750
2 Bedroom Apartment;Sandton;Morningside;2;2;1;40 m²;Real Estate Services;14500
1 Bedroom Apartment;Sandton;Dainfern;1;1;2;132 m²;Century 21 Sandton;19000
4.5 Bedroom Apartment;Sandton;Sandown;4.5;4;6;550 m²;Live Easy;57000
0.5 Bedroom Apartment;Sandton;Fourways;0.5;1;2;125 m²;Real Estate Services;4500
2 Bedroom Apartment;Sandton;Rivonia;2;1;1;180 m²;RE/MAX All Stars  - Primrose;24500
1 Bedroom Apartment;Sandton;Morningside;1;2;3;87 m²;RealNet RainMaker;20000
2 Bedroom Apartment;Sandton;Illovo;2;2;2;50 m²;Knightsbridge Properties;15000
4 Bedroom Apartment;Sandton;Sandton Central;4;5;1;124 m²;Waterfall Property Investment;330000
2 Bedroom Apartment;Sandton;Sandhurst;2;2;10;;Tyson Properties Gauteng;25000
3 Bedroom Apartment;Sandton;Douglasdale;3;2;2;;Firzt Realty Company;28000
3 Bedroom Apartment;Sandton;Morningside;3;4;;;Real Estate Services;60000
2 Bedroom Apartment;Sandton;Morningside;2;2;;;You Realty;14500
2 Bedroom Apartment;Sandton;Bryanston;2;2;;;;11500
4 Bedroom Apartment;Sandton;Morningside Ext 40;4;4;;;;80000
2 Bedroom Apartment;Sandton;Sandown;2;2;;;;35000
1 Bedroom Apartment;Sandton;Hyde Park;1;1;1;84 m²;Evolate Real Estate;23000
2 Bedroom Apartment;Sandton;Bryanston;2;2;2;49 m²;Century 21 Bryanston;17000
1 Bedroom Apartment;Sandton;Bryanston;1;1;1;47 m²;Easy Properties;11950
1 Bedroom Apartment;Sandton;Edenburg;1;1;1;146 m²;Balwin Rentals;7500
1 Bedroom Apartment;Sandton;Linbro Park;1;1;1;91 m²;Rawson Properties Sandton - Morningside;7630
2 Bedroom Apartment;Sandton;Sandton Central;2;2;2;180 m²;RE/MAX All Stars  - Primrose;16500
2 Bedroom Apartment;Sandton;Sandown;2;2;1;22 m²;Rawson Properties Sandton - Morningside;14000
1 Bedroom Apartment;Sandton;Morningside;1;1;2;106 m²;IHS Property Management;9250
2 Bedroom Apartment;Sandton;Morningside;2;2;2;40 m²;Propcore Real Estate;37000
2 Bedroom Apartment;Sandton;Bryanston;2;2;1;40 m²;3%.Com Properties - Heynike Inc. Attorneys - Randburg;18000
2 Bedroom Apartment;Sandton;Morningside;2;2.5;2;52 m²;Ithemba Property;40000
0.5 Bedroom Apartment;Sandton;Illovo;0.5;1;2;106 m²;O-YES Properties;6740
2 Bedroom Apartment;Sandton;Beverley;2;2;2;;O-YES Properties;10000
2 Bedroom Apartment;Sandton;Morningside;2;2;2;;Ithemba Property;21000
Apartment;Sandton;Bryanston;1;1;2;;3%.Com Properties - Heynike Inc. Attorneys - Randburg;8000
1 Bedroom Apartment;Sandton;Barlow Park;2;1;2;;Evolate Real Estate;6160
2 Bedroom Apartment;Sandton;Sandhurst;2;2;;;;18500
2 Bedroom Apartment;Sandton;Sandhurst;2;2;;;;18500
2 Bedroom Apartment;Sandton;Barlow Park;2;1;;;;8040
2 Bedroom Apartment;Sandton;Morningside;2;2;;;;21000
2 Bedroom Apartment;Sandton;Hyde Park;;2;;;;28000
3 Bedroom Apartment;Sandton;Morningside;3;3.5;3;150 m²;Evolate Real Estate;60000
2 Bedroom Apartment;Sandton;Sandhurst;2;2.5;2;650 m²;Aurum Realty;65000
4 Bedroom Apartment;Sandton;Sandton Central;4;4;3;220 m²;You Realty;350000
3 Bedroom Apartment;Sandton;Morningside;3;2.5;2;83 m²;Real Estate Services;36000
1 Bedroom Apartment;Sandton;Edenburg;1;1;2;30 m²;Hamiltons Property Portfolio;23000
1 Bedroom Apartment;Sandton;Sandown;1;1.5;1;158 m²;Ithemba Property;30000
0.5 Bedroom Apartment;Sandton;Barlow Park;0.5;1;2;104 m²;Evolate Real Estate;5090
2 Bedroom Apartment;Sandton;Morningside;2;2.5;2;172 m²;Tyson Properties Gauteng;47000
2 Bedroom Apartment;Sandton;Illovo;2;1;2;67 m²;RE/MAX One - Edenvale;12500
2 Bedroom Apartment;Sandton;Linbro Park;2;2;3;80 m²;RE/MAX One - Kramerville;16500
3 Bedroom Apartment;Sandton;Sandown;3;3.5;1;114 m²;Attorney Realtor Hub;100000
1 Bedroom Apartment;Sandton;Morningside;1;1;1;158 m²;Muponi Real Estate;11000
2 Bedroom Apartment;Sandton;Fourways;2;2;1;;Evolate Real Estate;9000
1 Bedroom Apartment;Sandton;Morningside;1;1;4;;Real Estate Services;14000
2 Bedroom Apartment;Sandton;Sandton Central;2;2;1;;You Realty;40000
1 Bedroom Apartment;Sandton;Craigavon;1;1;1;;EMSA Properties;10500
2 Bedroom Apartment;Sandton;Sandown;2;2;2;;Aurum Realty;13750
2 Bedroom Apartment;Sandton;Sandhurst;2;2.5;4;;Silver Property Group;65000
2 Bedroom Apartment;Sandton;Sandton Central;2;2;2;;O-YES Properties;20000
2 Bedroom Apartment;Sandton;Sandton Central;2;2.5;2;;;16500
2 Bedroom Apartment;Sandton;Morningside;2;2.5;;;;33500
1 Bedroom Apartment;Sandton;Beverley;1;1;1;74 m²;We Trade Property;9000
2 Bedroom Apartment;Sandton;Sandton Central;2;2;4;65 m²;Real Estate Services;20000
1 Bedroom Apartment;Sandton;Morningside;1;1;1;95 m²;Backos Property Group;12950
1 Bedroom Apartment;Sandton;Morningside;1;1;1;71 m²;Knightsbridge Properties;14000
2 Bedroom Apartment;Sandton;Paulshof;2;1;1;64 m²;Real Estate Services;30500
1 Bedroom Apartment;Sandton;Rivonia;1;1;1;87 m²;Only Realty DevComm;8500
1 Bedroom Apartment;Sandton;Sandown;1;1;2;90 m²;Afriq Properties;35000
1 Bedroom Apartment;Sandton;Dainfern;1;1;1;;Sandra Solomon Properties Sandton;7200
1 Bedroom Apartment;Sandton;Rivonia;1;1;1;;Live Easy;6350
0.5 Bedroom Apartment;Sandton;Bryanston;0.5;1;1;;Chas Everitt Waterfall;5900
2 Bedroom Apartment;Sandton;Sandton Central;2;1;2;;Backos Property Group;35000
2 Bedroom Apartment;Sandton;Fourways;2;2;1;;Evolate Real Estate;15000
2 Bedroom Apartment;Sandton;Sandton Central;2;2;1;;Sandra Solomon Properties Sandton;30000
2 Bedroom Apartment;Sandton;Morningside;2;1;1;;Real Estate Services;11000
1 Bedroom Apartment;Sandton;Dainfern;1;1;1;;Engel & Volkers MLC;7200
1 Bedroom Apartment;Sandton;Fourways;1;1;1;;Infinite Property Network Dynamyx;19000
2 Bedroom Apartment;Sandton;Lonehill;2;2;2;;RE/MAX Superior - Mulbarton;15000
2 Bedroom Apartment;Sandton;Sandhurst;2;2;2;;;30000
1 Bedroom Apartment;Sandton;Atholl Gardens;1;1;2;;;9500
1 Bedroom Apartment;Sandton;Craigavon;1;1;1;;;10500
2 Bedroom Apartment;Sandton;Sandton Central;2;2;2;;;12500
3 Bedroom Apartment;Sandton;Sandown;3;3;3;150 m²;Nellie Van Staden Realtors;27500
2 Bedroom Apartment;Sandton;Sandhurst;2;2;2;117 m²;Bingo Realty;30000
2 Bedroom Apartment;Sandton;Hyde Park;2;2;2;95 m²;Mandated;32000
2 Bedroom Apartment;Sandton;Sandown;2;2;2;130 m²;RE/MAX Property Merchants - Pretoria East, Mooikloof;20000
3 Bedroom Apartment;Sandton;Morningside Ext 40;3;2;1;149 m²;Engel & Volkers MLC;16000
Apartment;Sandton;Sandton Central;2;1;1;34 m²;IHS Property Management;7150
2 Bedroom Apartment;Sandton;Sunninghill;3;1;3;150 m²;Evolate Real Estate;11500
3 Bedroom Apartment;Sandton;Morningside;2;3.5;2;95 m²;Century 21 Sandton;49000
2 Bedroom Apartment;Sandton;Morningside;2;2.5;1;113 m²;Vered Estates;33500
Apartment;Sandton;Pineslopes;1;1;2;97 m²;RE/MAX Property Merchants - Pretoria East, Mooikloof;7500
2 Bedroom Apartment;Sandton;Morningside;2;2.5;2;218 m²;Leapfrog JHB North East;38000
1 Bedroom Apartment;Sandton;Linbro Park;1;1;1;;Bingo Realty;7500
2 Bedroom Apartment;Sandton;Sandhurst;1;2;1;;Only Realty DevComm;30000
1 Bedroom Apartment;Sandton;Rivonia;2;1;2;;Etchells & Young Property Brokers;8750
1 Bedroom Apartment;Sandton;Edenburg;2;1;2;;Aurum Realty;15000
2 Bedroom Apartment;Sandton;Morningside;1;2.5;1;;Property.CoZa - Paramount;26000
2 Bedroom Apartment;Sandton;Morningside;2;2;2;;RE/MAX Superior - Mulbarton;18500
1 Bedroom Apartment;Sandton;Sandown Estate;3;1;2;;Century 21 Sandton;9000
2 Bedroom Apartment;Sandton;Fourways;2;2;;;RE/MAX Superior - Mulbarton;11500
3 Bedroom Apartment;Sandton;Sandton Central;;3.5;;;;65000
2 Bedroom Apartment;Sandton;Woodmead;;1;;;;15000
2 Bedroom Apartment;Sandton;Sandhurst;2;2.5;2;236 m²;Pam Golding Properties - Hyde Park Rentals;55000
